iter	Passed	Remaining
377	74276	215953
378	74451	215694
379	74650	215503
380	74808	215197
381	74984	214942
382	75191	214777
383	75368	214524
384	75544	214272
385	75743	214083
386	75930	213862
387	76118	213640
388	76278	213344
389	76459	213106
390	76632	212845
391	76826	212644
392	76992	212365
393	77179	212145
394	77368	211931
395	77554	211707
396	77744	211497
397	77965	211369
398	78150	211143
399	78323	210886
400	78494	210624
401	78673	210382
402	78842	210116
403	79020	209874
404	79219	209688
405	79414	209489
406	79644	209383
407	79837	209181
408	80014	208936
409	80208	208736
410	80388	208500
411	80578	208292
412	80747	208027
413	80943	207833
414	81111	207566
415	81288	207323
416	81463	207078
417	81625	206796
418	81808	206571
419	82012	206398
420	82196	206175
421	82400	206000
422	82578	205762
423	82758	205529
424	82927	205269
425	83097	205012
426	83251	204717
427	83431	204485
428	83607	204244
429	83769	203967
430	83943	203722
431	84125	203498
432	84302	203260
433	84485	203037
434	84669	202817
435	84884	202671
436	85068	202451
437	85255	202238
438	85438	202017
439	85610	201768
440	85798	201558
441	85956	201278
442	86106	200980
443	86290	200761
444	86479	200554
445	86659	200326
446	86843	200109
447	87016	199865
448	87220	199694
449	87412	199495
450	87589	199262
451	87760	199015
452	87925	198753
453	88095	198505
454	88284	198301
455	88466	198080
456	88644	197849
457	88817	197608
458	89000	197391
459	89179	197164
460	89344	196906
461	89515	196662
462	89689	196425
463	89879	196224
464	90124	196141
465	90327	195967
466	90491	195709
467	90672	195488
468	90851	195263
469	91012	194999
470	91179	194747
471	91391	194594
472	91577	194384
473	91760	194169
474	91948	193963
475	92148	193783
476	92329	193562
477	92499	193320
478	92685	193109
479	92861	192881
480	93054	192685
481	93232	192460
482	93409	192235
483	93600	192036
484	93762	191778
485	93947	191567
486	94129	191351
487	94297	191107
488	94479	190890
489	94644	190640
490	94810	190393
491	94989	190172
492	95165	189945
493	95357	189750
494	95603	189662
495	95781	189439
496	95953	189204
497	96134	188987
498	96308	188756
499	96501	188564
500	96670	188323
501	96847	188100
502	97045	187916
503	97239	187727
504	97414	187498
505	97596	187284
506	97790	187095
507	97958	186853
508	98111	186586
509	98281	186350
510	98450	186112
511	98618	185873
512	98789	185639
513	98971	185427
514	99153	185214
515	99333	184998
516	99499	184756
517	99685	184553
518	99859	184325
519	100043	184117
520	100226	183908
521	100396	183674
522	100570	183449
523	100790	183307
524	100983	183116
525	101158	182892
526	101353	182705
527	101505	182439
528	101676	182210
529	101858	181999
530	102040	181789
531	102202	181543
532	102369	181307
533	102545	181086
534	102731	180883
535	102900	180652
536	103059	180402
537	103241	180192
538	103417	179973
539	103589	179747
540	103772	179540
541	103962	179345
542	104129	179111
543	104301	178884
544	104475	178662
545	104653	178448
546	104843	178253
547	105039	178068
548	105208	177839
549	105377	177609
550	105552	177388
551	105727	177169
552	105928	176993
553	106102	176774
554	106288	176572
555	106468	176362
556	106680	176204
557	106841	175963
558	107025	175759
559	107209	175556
560	107374	175321
561	107538	175085
562	107716	174872
563	107883	174640
564	108057	174422
565	108212	174172
566	108384	173950
567	108547	173713
568	108737	173520
569	108917	173313
570	109074	173067
571	109255	172860
572	109425	172636
573	109611	172437
574	109785	172219
575	109956	171997
576	110148	171808
577	110330	171603
578	110505	171389
579	110669	171156
580	110843	170939
581	111049	170772
582	111219	170548
583	111386	170321
584	111559	170104
585	111725	169875
586	111912	169680
587	112086	169464
588	112250	169232
589	112424	169018
590	112602	168808
591	112780	168599
592	112976	168416
593	113138	168183
594	113303	167956
595	113473	167734
596	113623	167485
597	113797	167271
598	113968	167051
599	114133	166825
600	114299	166598
601	114491	166412
602	114667	166201
603	114826	165965
604	114995	165746
605	115184	165554
606	115355	165335
607	115528	165122
608	115711	164922
609	115894	164721
610	116077	164521
611	116283	164355
612	116452	164135
613	116618	163912
614	116788	163694
615	116973	163496
616	117145	163282
617	117321	163072
618	117508	162879
619	117676	162658
620	117841	162435
621	118014	162222
622	118175	161993
623	118339	161769
624	118522	161569
625	118696	161359
626	118887	161171
627	119077	160981
628	119252	160772
629	119424	160559
630	119591	160340
631	119771	160137
632	119991	159988
633	120198	159822
634	120367	159604
635	120535	159387
636	120703	159168
637	120875	158957
638	121073	158778
639	121245	158566
640	121455	158404
641	121643	158212
642	121819	158005
643	121997	157801
644	122176	157598
645	122349	157387
646	122529	157186
647	122701	156974
648	122879	156771
649	123063	156574
650	123240	156369
651	123415	156162
652	123594	155960
653	123779	155765
654	123940	155540
655	124099	155313
656	124268	155099
657	124442	154890
658	124608	154672
659	124782	154465
660	124943	154242
661	125127	154047
662	125302	153841
663	125457	153610
664	125638	153411
665	125814	153207
666	125988	152999
667	126156	152785
668	126329	152576
669	126550	152426
670	126730	152227
671	126901	152017
672	127080	151817
673	127236	151588
674	127420	151394
675	127588	151180
676	127761	150973
677	127944	150778
678	128118	150572
679	128282	150354
680	128450	150141
681	128629	149941
682	128810	149744
683	128991	149547
684	129159	149334
685	129325	149119
686	129491	148906
687	129659	148693
688	129833	148488
689	130003	148279
690	130191	148090
691	130360	147879
692	130513	147651
693	130709	147472
694	130868	147250
695	131044	147048
696	131211	146836
697	131396	146645
698	131621	146496
699	131777	146273
700	131943	146060
701	132113	145851
702	132294	145655
703	132467	145450
704	132636	145241
705	132808	145036
706	132973	144822
707	133160	144633
708	133325	144419
709	133483	144199
710	133658	143998
711	133842	143805
712	134023	143609
713	134202	143412
714	134371	143204
715	134533	142988
716	134694	142771
717	134857	142558
718	135039	142364
719	135217	142165
720	135388	141960
721	135556	141752
722	135731	141551
723	135915	141359
724	136093	141161
725	136280	140973
726	136453	140770
727	136671	140613
728	136841	140407
729	137008	140199
730	137197	140012
731	137376	139816
732	137555	139620
733	137731	139420
734	137919	139232
735	138090	139029
736	138258	138821
737	138433	138621
738	138615	138428
739	138795	138232
740	138995	138057
741	139165	137853
742	139340	137652
743	139502	137440
744	139681	137244
745	139853	137040
746	140058	136870
747	140244	136682
748	140415	136478
749	140599	136287
750	140782	136096
751	140951	135890
752	141121	135686
753	141309	135499
754	141495	135311
755	141682	135122
756	141894	134959
757	142061	134752
758	142232	134549
759	142413	134356
760	142584	134153
761	142757	133952
762	142946	133766
763	143121	133567
764	143298	133370
765	143476	133174
766	143641	132967
767	143809	132761
768	143996	132574
769	144182	132385
770	144351	132181
771	144527	131984
772	144718	131800
773	144906	131613
774	145061	131397
775	145238	131200
776	145397	130988
777	145582	130799
778	145752	130597
779	145928	130400
780	146098	130197
781	146270	129997
782	146448	129802
783	146615	129597
784	146785	129395
785	146994	129227
786	147158	129020
787	147353	128841
788	147531	128645
789	147703	128446
790	147869	128240
791	148043	128042
792	148232	127857
793	148403	127656
794	148585	127465
795	148768	127275
796	148937	127073
797	149117	126881
798	149280	126673
799	149444	126467
800	149605	126259
801	149783	126064
802	150048	125943
803	150250	125769
804	150458	125600
805	150624	125396
806	150816	125213
807	150976	125004
808	151165	124818
809	151363	124640
810	151534	124441
811	151704	124240
812	151866	124033
813	152046	123841
814	152260	123676
815	152455	123496
816	152645	123312
817	152830	123124
818	153006	122928
819	153214	122758
820	153388	122561
821	153554	122357
822	153729	122161
823	153892	121956
824	154072	121764
825	154259	121577
826	154430	121378
827	154620	121193
828	154853	121043
829	155047	120862
830	155228	120670
831	155421	120488
832	155623	120313
833	155803	120121
834	155975	119923
835	156143	119722
836	156326	119532
837	156496	119332
838	156660	119129
839	156808	118913
840	156982	118717
841	157155	118519
842	157350	118339
843	157573	118179
844	157774	118003
845	157949	117808
846	158109	117602
847	158294	117414
848	158457	117210
849	158627	117010
850	158797	116811
851	158984	116625
852	159148	116422
853	159324	116228
854	159503	116036
855	159679	115842
856	159849	115643
857	160006	115436
858	160155	115222
859	160331	115028
860	160505	114833
861	160671	114632
862	160837	114431
863	160986	114218
864	161158	114021
865	161325	113822
866	161499	113626
867	161670	113430
868	161838	113231
869	162005	113031
870	162184	112840
871	162362	112648
872	162583	112486
873	162753	112288
874	162922	112090
875	163086	111889
876	163251	111688
877	163433	111499
878	163613	111309
879	163772	111104
880	163962	110921
881	164128	110721
882	164310	110533
883	164504	110351
884	164671	110153
885	164852	109963
886	165038	109777
887	165217	109586
888	165406	109402
889	165581	109209
890	165761	109019
891	165943	108830
892	166121	108639
893	166307	108453
894	166486	108262
895	166654	108065
896	166819	107865
897	167007	107680
898	167174	107482
899	167349	107289
900	167512	107088
901	167724	106919
902	167894	106723
903	168065	106528
904	168244	106338
905	168427	106150
906	168588	105948
907	168742	105742
908	168923	105553
909	169098	105361
910	169251	105155
911	169419	104958
912	169585	104760
913	169776	104577
914	169969	104396
915	170150	104207
916	170323	104014
917	170486	103814
918	170660	103621
919	170841	103433
920	171017	103242
921	171199	103054
922	171369	102858
923	171532	102659
924	171697	102461
925	171876	102272
926	172040	102073
927	172204	101875
928	172372	101679
929	172556	101492
930	172784	101332
931	172956	101138
932	173124	100942
933	173303	100753
934	173467	100555
935	173657	100372
936	173825	100176
937	174007	99989
938	174190	99802
939	174366	99611
940	174532	99414
941	174701	99220
942	174870	99025
943	175034	98827
944	175210	98637
945	175402	98455
946	175567	98258
947	175726	98058
948	175885	97858
949	176043	97657
950	176224	97469
951	176400	97279
952	176554	97077
953	176713	96877
954	176887	96686
955	177054	96491
956	177243	96307
957	177417	96116
958	177590	95925
959	177786	95745
960	177967	95558
961	178137	95364
962	178311	95173
963	178479	94979
964	178659	94791
965	178836	94602
966	179020	94416
967	179187	94221
968	179354	94026
969	179524	93833
970	179711	93649
971	179891	93462
972	180092	93285
973	180279	93101
974	180438	92902
975	180608	92709
976	180775	92515
977	180950	92325
978	181120	92132
979	181297	91943
980	181475	91755
981	181643	91561
982	181809	91367
983	181981	91175
984	182167	90991
985	182336	90798
986	182527	90616
987	182692	90421
988	182890	90243
989	183057	90049
990	183227	89857
991	183401	89666
992	183570	89474
993	183750	89287
994	183939	89104
995	184125	88920
996	184299	88730
997	184470	88538
998	184639	88345
999	184805	88152
1000	185003	87973
1001	185162	87776
1002	185343	87590
1003	185506	87395
1004	185692	87210
1005	185863	87019
1006	186042	86832
1007	186210	86639
1008	186381	86448
1009	186562	86262
1010	186748	86077
1011	186925	85889
1012	187103	85701
1013	187273	85510
1014	187425	85310
1015	187590	85117
1016	187769	84930
1017	187979	84756
1018	188164	84572
1019	188344	84385
1020	188529	84201
1021	188696	84008
1022	188883	83825
1023	189062	83638
1024	189257	83457
1025	189439	83272
1026	189632	83091
1027	189797	82897
1028	189973	82709
1029	190134	82514
1030	190309	82325
1031	190486	82138
1032	190664	81950
1033	190850	81766
1034	191035	81582
1035	191210	81393
1036	191395	81209
1037	191571	81021
1038	191742	80831
1039	191917	80642
1040	192084	80450
1041	192242	80254
1042	192413	80064
1043	192563	79866
1044	192744	79679
1045	192931	79496
1046	193132	79318
1047	193309	79131
1048	193478	78940
1049	193639	78746
1050	193821	78561
1051	194004	78376
1052	194156	78178
1053	194343	77995
1054	194507	77803
1055	194675	77611
1056	194865	77429
1057	195025	77235
1058	195194	77045
1059	195367	76856
1060	195529	76663
1061	195700	76474
1062	195859	76280
1063	196029	76090
1064	196204	75902
1065	196388	75718
1066	196552	75526
1067	196733	75340
1068	196924	75159
1069	197106	74974
1070	197267	74781
1071	197437	74591
1072	197600	74399
1073	197762	74207
1074	197948	74023
1075	198142	73843
1076	198320	73656
1077	198488	73466
1078	198648	73273
1079	198830	73088
1080	199016	72905
1081	199180	72713
1082	199343	72522
1083	199522	72335
1084	199685	72144
1085	199868	71960
1086	200036	71770
1087	200190	71575
1088	200366	71388
1089	200542	71201
1090	200716	71014
1091	200902	70830
1092	201062	70638
1093	201242	70453
1094	201420	70267
1095	201587	70077
1096	201748	69885
1097	201899	69690
1098	202068	69501
1099	202251	69317
1100	202426	69130
1101	202590	68939
1102	202770	68754
1103	202949	68569
1104	203154	68392
1105	203334	68207
1106	203503	68018
1107	203686	67834
1108	203856	67645
1109	204043	67463
1110	204217	67275
1111	204402	67092
1112	204564	66901
1113	204724	66710
1114	204886	66519
1115	205043	66326
1116	205209	66137
1117	205395	65954
1118	205556	65763
1119	205728	65575
1120	205904	65389
1121	206075	65202
1122	206228	65008
1123	206402	64822
1124	206571	64633
1125	206754	64450
1126	206944	64268
1127	207110	64079
1128	207286	63893
1129	207449	63703
1130	207608	63512
1131	207760	63319
1132	207955	63139
1133	208165	62963
1134	208327	62773
1135	208486	62582
1136	208652	62393
1137	208835	62210
1138	208999	62020
1139	209167	61832
1140	209346	61648
1141	209517	61460
1142	209699	61276
1143	209902	61099
1144	210106	60921
1145	210271	60732
1146	210447	60547
1147	210616	60359
1148	210794	60174
1149	210983	59992
1150	211127	59798
1151	211304	59612
1152	211482	59427
1153	211665	59244
1154	211833	59056
1155	212009	58871
1156	212185	58685
1157	212348	58496
1158	212523	58310
1159	212700	58125
1160	212880	57941
1161	213073	57760
1162	213272	57581
1163	213450	57396
1164	213613	57208
1165	213788	57022
1166	213967	56838
1167	214148	56654
1168	214318	56467
1169	214479	56277
1170	214638	56088
1171	214798	55899
1172	214963	55710
1173	215136	55525
1174	215305	55338
1175	215462	55148
1176	215640	54963
1177	215816	54778
1178	215995	54594
1179	216160	54406
1180	216344	54223
1181	216535	54042
1182	216685	53850
1183	216846	53662
1184	217039	53481
1185	217202	53293
1186	217360	53104
1187	217535	52918
1188	217713	52734
1189	217876	52546
1190	218064	52364
1191	218263	52185
1192	218430	51998
1193	218609	51814
1194	218777	51627
1195	218949	51442
1196	219142	51261
1197	219312	51075
1198	219510	50895
1199	219692	50712
1200	219860	50525
1201	220030	50339
1202	220210	50155
1203	220369	49967
1204	220571	49788
1205	220735	49601
1206	220919	49418
1207	221100	49235
1208	221268	49048
1209	221443	48863
1210	221608	48676
1211	221766	48488
1212	221958	48307
1213	222122	48120
1214	222302	47936
1215	222468	47750
1216	222624	47561
1217	222789	47374
1218	222972	47191
1219	223163	47010
1220	223375	46833
1221	223549	46649
1222	223730	46465
1223	223912	46282
1224	224079	46096
1225	224266	45914
1226	224443	45730
1227	224604	45542
1228	224798	45362
1229	224992	45181
1230	225162	44996
1231	225334	44810
1232	225510	44626
1233	225676	44440
1234	225860	44257
1235	226049	44075
1236	226226	43892
1237	226392	43705
1238	226567	43521
1239	226744	43337
1240	226914	43152
1241	227089	42967
1242	227270	42784
1243	227488	42608
1244	227657	42422
1245	227822	42236
1246	228001	42053
1247	228183	41870
1248	228342	41683
1249	228510	41497
1250	228704	41316
1251	228884	41133
1252	229054	40948
1253	229222	40762
1254	229386	40576
1255	229557	40391
1256	229726	40206
1257	229888	40020
1258	230053	39834
1259	230237	39651
1260	230405	39466
1261	230591	39284
1262	230766	39100
1263	230935	38915
1264	231089	38728
1265	231266	38544
1266	231444	38360
1267	231623	38177
1268	231807	37995
1269	231985	37811
1270	232168	37629
1271	232343	37445
1272	232532	37263
1273	232715	37081
1274	232893	36897
1275	233064	36713
1276	233244	36530
1277	233423	36346
1278	233592	36162
1279	233799	35983
1280	233971	35798
1281	234139	35614
1282	234305	35428
1283	234488	35246
1284	234658	35061
1285	234848	34880
1286	235030	34697
1287	235214	34515
1288	235376	34329
1289	235555	34146
1290	235739	33963
1291	235889	33776
1292	236046	33590
1293	236221	33406
1294	236409	33225
1295	236582	33041
1296	236743	32855
1297	236901	32669
1298	237090	32488
1299	237253	32303
1300	237446	32121
1301	237632	31939
1302	237803	31755
1303	237983	31573
1304	238164	31390
1305	238323	31204
1306	238500	31021
1307	238661	30836
1308	238872	30657
1309	239082	30478
1310	239256	30294
1311	239442	30112
1312	239624	29930
1313	239841	29752
1314	240015	29568
1315	240183	29384
1316	240374	29202
1317	240566	29021
1318	240733	28836
1319	240920	28654
1320	241120	28474
1321	241306	28292
1322	241480	28108
1323	241672	27927
1324	241848	27744
1325	242052	27564
1326	242247	27382
1327	242434	27200
1328	242610	27017
1329	242802	26836
1330	243008	26656
1331	243183	26472
1332	243374	26290
1333	243576	26110
1334	243765	25928
1335	243948	25746
1336	244146	25565
1337	244378	25387
1338	244570	25205
1339	244775	25025
1340	245017	24848
1341	245279	24674
1342	245533	24498
1343	245730	24317
1344	245931	24135
1345	246134	23955
1346	246329	23773
1347	246520	23591
1348	246715	23409
1349	246907	23227
1350	247091	23044
1351	247299	22864
1352	247504	22683
1353	247752	22506
1354	248004	22329
1355	248280	22154
1356	248626	21986
1357	248839	21805
1358	249074	21626
1359	249307	21447
1360	249535	21268
1361	249770	21089
1362	249979	20908
1363	250185	20726
1364	250368	20543
1365	250546	20359
1366	250795	20181
1367	250973	19997
1368	251178	19815
1369	251367	19632
1370	251580	19451
1371	251794	19270
1372	252028	19090
1373	252244	18909
1374	252442	18726
1375	252634	18543
1376	252830	18360
1377	253015	18177
1378	253213	17994
1379	253423	17813
1380	253617	17630
1381	253810	17447
1382	253993	17263
1383	254171	17079
1384	254380	16897
1385	254597	16716
1386	254796	16533
1387	254975	16349
1388	255194	16167
1389	255389	15984
1390	255572	15801
1391	255753	15617
1392	255924	15432
1393	256099	15248
1394	256271	15063
1395	256486	14882
1396	256657	14697
1397	256822	14512
1398	256991	14328
1399	257174	14144
1400	257369	13961
1401	257569	13778
1402	257742	13594
1403	257939	13411
1404	258108	13226
1405	258300	13043
1406	258488	12860
1407	258654	12675
1408	258840	12491
1409	259041	12309
1410	259221	12125
1411	259411	11941
1412	259580	11757
1413	259765	11573
1414	259938	11389
1415	260180	11208
1416	260365	11024
1417	260537	10840
1418	260698	10655
1419	260928	10473
1420	261094	10289
1421	261276	10105
1422	261463	9922
1423	261646	9738
1424	261887	9556
1425	262097	9373
1426	262277	9189
1427	262457	9005
1428	262638	8822
1429	262807	8637
1430	262977	8453
1431	263083	8267
1432	263265	8083
1433	263434	7899
1434	263607	7715
1435	263797	7531
1436	263968	7347
1437	264150	7164
1438	264348	6980
1439	264515	6796
1440	264700	6612
1441	264877	6429
1442	265059	6245
1443	265232	6061
1444	265432	5878
1445	265626	5694
1446	265829	5511
1447	265999	5327
1448	266183	5143
1449	266369	4959
1450	266564	4776
1451	266754	4592
1452	266948	4409
1453	267113	4225
1454	267338	4042
1455	267506	3858
1456	267675	3674
1457	267871	3490
1458	268048	3306
1459	268231	3123
1460	268393	2939
1461	268557	2755
1462	268768	2571
1463	268951	2388
1464	269131	2204
1465	269323	2020
1466	269502	1837
1467	269682	1653
1468	269912	1469
1469	270113	1286
1470	270295	1102
1471	270469	918
1472	270656	734
1473	270818	551
1474	271006	367
1475	271191	183
1476	271379	0
