iter	RMSE
781	17.67666888
782	17.66994016
783	17.66688698
784	17.66334074
785	17.66106631
786	17.65874411
787	17.65443988
788	17.65108721
789	17.64827998
790	17.64269035
791	17.63915853
792	17.63411807
793	17.63093907
794	17.6266501
795	17.62333376
796	17.62156257
797	17.61844455
798	17.61644086
799	17.61509168
800	17.61219571
801	17.60995444
802	17.60725802
803	17.60304244
804	17.59898159
805	17.59699809
806	17.59390873
807	17.59164222
808	17.58811886
809	17.58413427
810	17.58285818
811	17.58190775
812	17.58026324
813	17.5783699
814	17.57571119
815	17.57175252
816	17.56743
817	17.56465933
818	17.56254694
819	17.55890452
820	17.55650554
821	17.55387627
822	17.5505242
823	17.54777411
824	17.54368016
825	17.54026212
826	17.53741234
827	17.53436692
828	17.53124121
829	17.52742675
830	17.52546801
831	17.52196881
832	17.51794792
833	17.51461835
834	17.51294131
835	17.50977181
836	17.5077469
837	17.50353961
838	17.50101811
839	17.50023953
840	17.49818692
841	17.49428376
842	17.48835717
843	17.4847109
844	17.4811577
845	17.47888067
846	17.47635126
847	17.4721257
848	17.46948897
849	17.46692767
850	17.46390118
851	17.45965206
852	17.45633912
853	17.4537508
854	17.45086363
855	17.4478144
856	17.44572664
857	17.44392756
858	17.44322301
859	17.43918836
860	17.43668603
861	17.43321233
862	17.43119689
863	17.43029095
864	17.42777997
865	17.42588839
866	17.42340436
867	17.41867771
868	17.41596599
869	17.41524035
870	17.41087108
871	17.40822704
872	17.40417774
873	17.40066729
874	17.39759653
875	17.39460667
876	17.39084135
877	17.38658372
878	17.38414125
879	17.38332122
880	17.37982525
881	17.37910959
882	17.3747389
883	17.3705806
884	17.36852696
885	17.3653023
886	17.35947568
887	17.35696195
888	17.35350429
889	17.35102299
890	17.34802237
891	17.34592831
892	17.34325461
893	17.33994271
894	17.33712642
895	17.33464029
896	17.33100902
897	17.32685114
898	17.32368438
899	17.32088489
900	17.32011941
901	17.31717673
902	17.31443128
903	17.31216456
904	17.30829396
905	17.30548639
906	17.30453356
907	17.30347614
908	17.29987051
909	17.29586787
910	17.29326369
911	17.28664101
912	17.28509022
913	17.28235925
914	17.27858788
915	17.27572111
916	17.27381779
917	17.27230304
918	17.26897035
919	17.2664422
920	17.26447991
921	17.26257153
922	17.25984853
923	17.25822965
924	17.25529104
925	17.25268774
926	17.2487651
927	17.24714139
928	17.24366972
929	17.23960565
930	17.23621191
931	17.232353
932	17.2303402
933	17.22735145
934	17.22467488
935	17.22209404
936	17.21871404
937	17.21453721
938	17.2109589
939	17.20766025
940	17.20239831
941	17.20018269
942	17.19814897
943	17.19576022
944	17.19303638
945	17.1894805
946	17.1869093
947	17.18384442
948	17.18241593
949	17.18055656
950	17.17797695
951	17.17550709
952	17.17477035
953	17.1731443
954	17.17016996
955	17.16658576
956	17.16313491
957	17.16081174
958	17.15799843
959	17.15735748
960	17.15394109
961	17.15054288
962	17.14785551
963	17.14595127
964	17.14225399
965	17.13978851
966	17.13876521
967	17.13806195
968	17.13579107
969	17.13344333
970	17.12971334
971	17.12765915
972	17.12601079
973	17.12350106
974	17.1226533
975	17.12011963
976	17.11673167
977	17.11444104
978	17.11264626
979	17.11053046
980	17.10814379
981	17.10592927
982	17.10370151
983	17.10101685
984	17.09670787
985	17.09433638
986	17.09085181
987	17.08850173
988	17.08550256
989	17.0827192
990	17.07952073
991	17.07755436
992	17.07557339
993	17.07187326
994	17.0680394
995	17.06439653
996	17.06202089
997	17.06003272
998	17.05785929
999	17.05495211
1000	17.05199275
1001	17.05069402
1002	17.04803331
1003	17.04532825
1004	17.04205299
1005	17.03939108
1006	17.03593076
1007	17.03441353
1008	17.03211205
1009	17.02850797
1010	17.02632022
1011	17.02292086
1012	17.02070828
1013	17.01820815
1014	17.01724501
1015	17.01515177
1016	17.01325164
1017	17.01085497
1018	17.0081304
1019	17.00502921
1020	17.00181357
1021	17.00029228
1022	16.99657644
1023	16.99358577
1024	16.99038094
1025	16.98823307
1026	16.98419835
1027	16.9825166
1028	16.97985493
1029	16.97901206
1030	16.97668216
1031	16.97438362
1032	16.9721459
1033	16.96863628
1034	16.96533246
1035	16.96305326
1036	16.95940092
1037	16.95698488
1038	16.9543738
1039	16.95057399
1040	16.9487074
1041	16.94809664
1042	16.94597711
1043	16.94551065
1044	16.94338575
1045	16.93969166
1046	16.93724129
1047	16.93366912
1048	16.93190952
1049	16.9311748
1050	16.92789304
1051	16.92528384
1052	16.92370761
1053	16.92045175
1054	16.91912979
1055	16.91661027
1056	16.91315518
1057	16.91215034
1058	16.90890591
1059	16.90694188
1060	16.90466661
1061	16.90291218
1062	16.90074635
1063	16.89906854
1064	16.89597376
1065	16.8936378
1066	16.89188962
1067	16.88996087
1068	16.88698702
1069	16.88310298
1070	16.8789957
1071	16.87736004
1072	16.8751554
1073	16.8739965
1074	16.87140729
1075	16.87068929
1076	16.86870007
1077	16.86549895
1078	16.86447026
1079	16.86157902
1080	16.85507938
1081	16.85209034
1082	16.84945592
1083	16.8477066
1084	16.84531907
1085	16.84230303
1086	16.83952721
1087	16.83894802
1088	16.83600551
1089	16.8339299
1090	16.83164621
1091	16.82812876
1092	16.82594369
1093	16.82384432
1094	16.82139505
1095	16.82026447
1096	16.81789127
1097	16.8169042
1098	16.81428033
1099	16.81141531
1100	16.80908335
1101	16.80707793
1102	16.80464342
1103	16.80320547
1104	16.80020424
1105	16.79745357
1106	16.79459123
1107	16.79141058
1108	16.78922757
1109	16.78612152
1110	16.78422703
1111	16.78233165
1112	16.7810902
1113	16.78009133
1114	16.7781803
1115	16.77651088
1116	16.77457731
1117	16.77235884
1118	16.77050236
1119	16.7679314
1120	16.76602657
1121	16.76251145
1122	16.76203448
1123	16.76000337
1124	16.75725269
1125	16.75483175
1126	16.75229477
1127	16.75066938
1128	16.74748914
1129	16.74530335
1130	16.74427617
1131	16.74286723
1132	16.74044476
1133	16.73865388
1134	16.73699061
1135	16.73641745
1136	16.73300375
1137	16.73015863
1138	16.72800083
1139	16.72515949
1140	16.72178522
1141	16.71975869
1142	16.71686853
1143	16.71421422
1144	16.71130169
1145	16.70909957
1146	16.70655005
1147	16.70476812
1148	16.7025043
1149	16.70038071
1150	16.69979781
1151	16.69765517
1152	16.69569806
1153	16.69231608
1154	16.69087701
1155	16.68962856
1156	16.68779562
1157	16.6862174
1158	16.6838185
1159	16.68161759
1160	16.67897397
1161	16.67631991
1162	16.67374881
1163	16.67131848
1164	16.67053464
1165	16.66769165
1166	16.66549894
1167	16.66278446
1168	16.6604088
1169	16.65951311
1170	16.65748149
1171	16.65592516
1172	16.65360884
1173	16.65108363
1174	16.64827836
1175	16.647296
1176	16.64447114
1177	16.64231459
1178	16.63923177
1179	16.63714656
1180	16.6346702
1181	16.63191942
1182	16.6309116
1183	16.6290198
1184	16.62647754
1185	16.62532365
1186	16.62464697
1187	16.62300714
1188	16.61991159
1189	16.61819096
1190	16.6167294
1191	16.6133926
1192	16.61202585
1193	16.60975966
1194	16.60754287
1195	16.60562042
1196	16.60208499
1197	16.6000795
1198	16.59646484
1199	16.59341431
1200	16.59067037
1201	16.58798568
1202	16.58476572
1203	16.58296178
1204	16.57900591
1205	16.57723912
1206	16.57434032
1207	16.57196174
1208	16.56935918
1209	16.56639118
1210	16.56266436
1211	16.56135436
1212	16.55820651
1213	16.55612143
1214	16.55384162
1215	16.55223183
1216	16.55130911
1217	16.54923484
1218	16.54660775
1219	16.5433374
1220	16.54138568
1221	16.5398355
1222	16.5370438
1223	16.53502423
1224	16.53224979
1225	16.52947442
1226	16.52750542
1227	16.52490557
1228	16.52069964
1229	16.51622033
1230	16.51406733
1231	16.51344643
1232	16.51143812
1233	16.50970304
1234	16.50647174
1235	16.50386728
1236	16.50008952
1237	16.49908859
1238	16.49731984
1239	16.49481664
1240	16.49308683
1241	16.49015571
1242	16.48764544
1243	16.4843543
1244	16.48168374
1245	16.47942762
1246	16.47734081
1247	16.47441664
1248	16.4732803
1249	16.47147109
1250	16.47089082
1251	16.46890739
1252	16.46660622
1253	16.46536253
1254	16.46361164
1255	16.46176047
1256	16.45947486
1257	16.45693961
1258	16.4543795
1259	16.45235243
1260	16.4497695
1261	16.44583684
1262	16.44370062
1263	16.4409979
1264	16.43931074
1265	16.43741569
1266	16.4352799
1267	16.43376964
1268	16.4311902
1269	16.42912613
1270	16.42644475
1271	16.42434071
1272	16.42070457
1273	16.41760837
1274	16.41602116
1275	16.4136986
1276	16.41118075
1277	16.40858769
1278	16.40580547
1279	16.40342589
1280	16.40160515
1281	16.39932813
1282	16.39758931
1283	16.39338127
1284	16.39018146
1285	16.38712443
1286	16.38422454
1287	16.38140623
1288	16.37925061
1289	16.37728061
1290	16.37472748
1291	16.37368862
1292	16.3727874
1293	16.37069826
1294	16.36746663
1295	16.36516762
1296	16.36456448
1297	16.36315677
1298	16.36017202
1299	16.35872679
1300	16.35633286
1301	16.35406524
1302	16.35137891
1303	16.34997744
1304	16.34801509
1305	16.34646602
1306	16.34419178
1307	16.34282759
1308	16.34021684
1309	16.3382898
1310	16.3354035
1311	16.33332688
1312	16.33084311
1313	16.3282809
1314	16.32755659
1315	16.32697508
1316	16.32354831
1317	16.32077434
1318	16.31868903
1319	16.31733705
1320	16.31421748
1321	16.31209291
1322	16.31058272
1323	16.30668581
1324	16.30497049
1325	16.3023821
1326	16.29999254
1327	16.29774509
1328	16.2958179
1329	16.29410175
1330	16.29170539
1331	16.29059535
1332	16.28835673
1333	16.28546773
1334	16.28336483
1335	16.28084236
1336	16.2784807
1337	16.27604316
1338	16.27421378
1339	16.27261141
1340	16.27079594
1341	16.26807447
1342	16.26674223
1343	16.26487547
1344	16.26248686
1345	16.25914275
1346	16.25665477
1347	16.25478897
1348	16.25260659
1349	16.25083161
1350	16.24909186
1351	16.24701722
1352	16.24498351
1353	16.24293184
1354	16.24088665
1355	16.23888242
1356	16.23669318
1357	16.23521448
1358	16.23254998
1359	16.22911219
1360	16.22744031
1361	16.22408652
1362	16.22330909
1363	16.22196789
1364	16.22024817
1365	16.21931492
1366	16.21793098
1367	16.21707512
1368	16.21502296
1369	16.21209732
1370	16.2103443
1371	16.20826103
1372	16.20651328
1373	16.20308331
1374	16.20129507
1375	16.19930087
1376	16.19731157
1377	16.1955945
1378	16.19401755
1379	16.19223772
1380	16.19020655
1381	16.18719788
1382	16.18616666
1383	16.18567141
1384	16.18396371
1385	16.18093235
1386	16.17843811
1387	16.17587571
1388	16.17327592
1389	16.17122177
1390	16.16901896
1391	16.16732056
1392	16.16425346
1393	16.16128495
1394	16.15948269
1395	16.15867921
1396	16.15654566
1397	16.15574323
1398	16.15439787
1399	16.15310245
1400	16.15052911
1401	16.14837117
1402	16.14710441
1403	16.14366568
1404	16.14141693
1405	16.13927088
1406	16.13691711
1407	16.13464363
1408	16.13340404
1409	16.13110725
1410	16.12831224
1411	16.12602797
1412	16.12514232
1413	16.12292766
1414	16.11992095
1415	16.11722149
1416	16.11480589
1417	16.11251311
1418	16.11204083
1419	16.10901917
1420	16.10703304
1421	16.10489207
1422	16.10347484
1423	16.10305783
1424	16.10067949
1425	16.09839855
1426	16.09595943
1427	16.09435985
1428	16.09298372
1429	16.09156109
1430	16.08953039
1431	16.08903595
1432	16.08669703
1433	16.08490245
1434	16.08239672
1435	16.07977878
1436	16.07763996
1437	16.0761338
1438	16.07367591
1439	16.07225153
1440	16.0701796
1441	16.06874172
1442	16.06703164
1443	16.06442185
1444	16.06190532
1445	16.06044854
1446	16.05734155
1447	16.05499239
1448	16.05324834
1449	16.05074986
1450	16.04811651
1451	16.04474804
1452	16.04206159
1453	16.04076173
1454	16.03851699
1455	16.03735083
1456	16.03618826
1457	16.03519228
1458	16.03310799
1459	16.03143757
1460	16.03051764
1461	16.02880956
1462	16.02573041
1463	16.02456966
1464	16.02287389
1465	16.02075568
1466	16.01909657
1467	16.01706456
1468	16.01499908
1469	16.01241891
1470	16.01039628
1471	16.00763823
1472	16.00549307
1473	16.00394668
1474	16.00164668
1475	15.99838492
1476	15.99657216
